都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
472018,,沖縄県,那覇市,古酒泡盛専門店古酒家 本店,,,那覇市 牧志1-3-62,,26.2159497,127.6868384,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,童夢,,,那覇市 牧志3-10-5,1F,26.216318,127.690678,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ふじ吉,,,那覇市 牧志3-10-3,,26.216315,127.690561,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,Kuma Cafe,,,那覇市 牧志2-21-1,小湾ビル,26.219506,127.687764,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ポーラザビューティ 那覇店,,,那覇市 牧志2-18-7,,26.219392,127.685272,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,どん亭 牧志店,,,那覇市 牧志2-1-6,ブレスビル,26.2167534,127.687975,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,大戸屋 マックスバリュー牧志店,,,那覇市 牧志2-10-1,2F,26.218835,127.690814,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,エスタールゴヤ,,,那覇市 牧志2-17-6,,26.218384,127.686834,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ドミトリー沖縄 別館,,,那覇市 牧志3-4-14,,26.212603,127.6895885,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,成2,,,那覇市 牧志1-6-15,1F,26.217248,127.683801,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,うちなーだいにんぐ じなんぼう,,,那覇市 牧志2-7-24,セゾン宝ビル,26.2175692,127.6915538,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
