WT,600 nM,300 nM,150 nM,75 nM
574.0,0.16581329,0.1301529,0.09770261,0.07369471
574.2,0.16587161,0.12959324,0.097735,0.07374788
574.4,0.16580072,0.12909967,0.09776077,0.07373506
574.6,0.1656338,0.12873054,0.09777285,0.0736921
574.8,0.16541779,0.12832968,0.09779665,0.07360717
575.0,0.16526422,0.1278311,0.09769765,0.07355821
575.2,0.16516874,0.12736079,0.09747892,0.07348805
575.4,0.16513699,0.12707836,0.09720304,0.07340945
575.6,0.16508468,0.12708813,0.09685837,0.07333288
575.8,0.16497846,0.12744631,0.09644635,0.07320931
576.0,0.16473688,0.12800278,0.09610812,0.07299795
576.2,0.16441387,0.12855234,0.09593465,0.07275927
576.4,0.16409707,0.1289165,0.09598397,0.07261994
576.6,0.16378776,0.12910452,0.09624878,0.07245324
576.8,0.16350736,0.12907116,0.09676914,0.07233854
577.0,0.16343932,0.12897222,0.09753002,0.07230564
577.2,0.16355621,0.12890401,0.09845959,0.07235187
577.4,0.16378939,0.12905907,0.09924061,0.07237646
577.6,0.16403731,0.12932388,0.09988303,0.07239462
577.8,0.164272,0.12956942,0.10033799,0.07234633
578.0,0.16431914,0.12971368,0.1005475,0.07223684
578.2,0.1643785,0.12978099,0.1004837,0.07209676
578.4,0.16448837,0.12974666,0.10022006,0.07195705
578.6,0.16479627,0.12969083,0.09973854,0.0718397
578.8,0.16523068,0.12973704,0.09917276,0.0717105
579.0,0.16583628,0.12987059,0.0986193,0.07155466
579.2,0.16642107,0.13009434,0.09802805,0.07145346
579.4,0.1669772,0.13030181,0.09750755,0.07134873
579.6,0.16742546,0.13027749,0.09716065,0.07126163
579.8,0.16774273,0.129915,0.09696996,0.07135819
580.0,0.16787552,0.12931161,0.09686286,0.07169372
580.2,0.16789327,0.1286433,0.09686126,0.07215967
580.4,0.16778743,0.12802201,0.09693869,0.07275159
580.6,0.16759224,0.1276466,0.09709396,0.07338799
580.8,0.16728737,0.12759558,0.09719849,0.07393725
581.0,0.16694621,0.12792315,0.09713333,0.07423717
581.2,0.16651192,0.1284207,0.0969456,0.07429293
581.4,0.16593394,0.12895588,0.0967635,0.0741172
581.6,0.16525335,0.12946395,0.09658346,0.07381327
581.8,0.16462828,0.12995737,0.09651622,0.07334148
582.0,0.1640096,0.13031768,0.09665303,0.07278966
582.2,0.16347434,0.13057682,0.0969643,0.0721488
582.4,0.1632081,0.13073524,0.09731388,0.07158565
582.6,0.16316542,0.13075787,0.09756697,0.07108417
582.8,0.16332243,0.13059117,0.09769505,0.07067103
583.0,0.16368983,0.13022627,0.09769341,0.0704117
583.2,0.16423466,0.12957739,0.09759559,0.07042012
583.4,0.16471573,0.12877756,0.09735349,0.07076291
583.6,0.16511638,0.12796885,0.09714193,0.07133771
583.8,0.165359,0.12718963,0.09696261,0.07208812
584.0,0.16537645,0.12657063,0.09682842,0.07282685
584.2,0.16511025,0.12621674,0.09668159,0.07359657
584.4,0.16470472,0.12607068,0.09657562,0.07415825
584.6,0.16428716,0.12602809,0.09639384,0.07451091
584.8,0.16387834,0.12604334,0.09615386,0.07470135
585.0,0.16345741,0.12602494,0.09596665,0.07487797
585.2,0.16308261,0.12593744,0.09588702,0.07497979
585.4,0.16268613,0.12583004,0.09586773,0.07495292
585.6,0.16223251,0.12575663,0.0959151,0.07487563
585.8,0.16182838,0.12582032,0.09600449,0.07475198
586.0,0.16162223,0.12595544,0.09607662,0.07463489
586.2,0.16161137,0.12622048,0.0960693,0.07443796
586.4,0.16187983,0.12658855,0.09607494,0.07418511
586.6,0.16236648,0.12702277,0.09611241,0.07399896
586.8,0.16297206,0.12749209,0.09624259,0.07389224
587.0,0.16350943,0.12809268,0.09635643,0.0738461
587.2,0.16393975,0.12870212,0.09654766,0.07380663
587.4,0.16419798,0.12924439,0.09675468,0.07384796
587.6,0.16434578,0.12970596,0.09701154,0.07386089
587.8,0.1643708,0.12999871,0.09727488,0.07393792
588.0,0.164429,0.13010685,0.09764274,0.07399929
588.2,0.16452463,0.13014967,0.097967,0.07413831
588.4,0.16466178,0.13015835,0.09822028,0.07438624
588.6,0.16469869,0.13013911,0.09831485,0.07483703
588.8,0.16459966,0.13016984,0.09823211,0.07534455
589.0,0.16432785,0.13023493,0.09791594,0.0757272
589.2,0.1640806,0.13027699,0.09762381,0.0759567
589.4,0.16398157,0.13025937,0.0974656,0.07602757
589.6,0.16410402,0.1301896,0.09749509,0.07583003
589.8,0.16436882,0.13014716,0.09760584,0.07540826
590.0,0.16475679,0.13018807,0.09778676,0.07485761
590.2,0.16514458,0.13026311,0.09787948,0.07431039
590.4,0.16545736,0.13041031,0.09782492,0.07379917
590.6,0.16569609,0.13056569,0.09758217,0.0734243
590.8,0.16594514,0.13058666,0.09735574,0.07308485
591.0,0.16616372,0.13046138,0.09724065,0.07283522
591.2,0.16626709,0.13024231,0.09723314,0.07264598
591.4,0.16617327,0.12997546,0.09728248,0.07260635
591.6,0.16583052,0.12978629,0.09735815,0.0726914
591.8,0.16520001,0.12975416,0.09731869,0.07289899
592.0,0.16438654,0.12978594,0.09710196,0.07324441
592.2,0.16349739,0.12994692,0.09676037,0.07367369
592.4,0.1626978,0.13020942,0.09647359,0.07401385
592.6,0.16208852,0.13044981,0.0963402,0.07414662
592.8,0.16184669,0.13068017,0.09644929,0.07421146
593.0,0.16186656,0.13096141,0.09674443,0.07419671
593.2,0.16207704,0.13122734,0.09708663,0.07410317
593.4,0.16230405,0.13147267,0.09737296,0.07402018
593.6,0.16260675,0.13168112,0.09758723,0.07401987
593.8,0.16293251,0.13174863,0.09771831,0.0740637
594.0,0.1633672,0.13159903,0.09778201,0.07410861
594.2,0.16387258,0.13127812,0.09786238,0.07415566
594.4,0.16443859,0.13082134,0.09790394,0.07408788
594.6,0.16491555,0.13035306,0.09779766,0.07397743
594.8,0.16520365,0.12994908,0.09748985,0.07385672
595.0,0.16532319,0.12969346,0.09703347,0.07382578
595.2,0.16528963,0.12962565,0.09647798,0.07374089
595.4,0.16515145,0.12967644,0.09589481,0.07358222
595.6,0.16501028,0.12980739,0.09541557,0.07329763
595.8,0.16493383,0.13001305,0.09515329,0.07289192
596.0,0.16484508,0.1302245,0.09507872,0.07244548
596.2,0.1647061,0.13043535,0.09508503,0.0721338
596.4,0.16455642,0.13079577,0.09518213,0.07203308
596.6,0.16436574,0.13128735,0.09534399,0.07211412
596.8,0.16422822,0.13180815,0.09553145,0.07240074
597.0,0.16413346,0.1323877,0.0958123,0.07282882
597.2,0.16408349,0.13290548,0.0962039,0.07331094
597.4,0.16404276,0.13317441,0.09658562,0.07372337
597.6,0.16407794,0.13307444,0.09686346,0.07404356
597.8,0.16408442,0.1327786,0.09702885,0.07427615
598.0,0.16408028,0.13237175,0.09700478,0.07441494
598.2,0.16412288,0.13189709,0.09687762,0.07448626
598.4,0.16431441,0.13143075,0.09676035,0.07452491
598.6,0.16467727,0.13118026,0.09671578,0.07456108
598.8,0.16510388,0.13107342,0.09676296,0.07448983
599.0,0.16557067,0.13095454,0.09687109,0.07427567
599.2,0.16611628,0.13084185,0.0969955,0.07386891
599.4,0.16662134,0.13078281,0.09700065,0.07344178
599.6,0.16697954,0.13065185,0.09691833,0.07312767
599.8,0.16721754,0.13058891,0.09673614,0.07294826
600.0,0.16731744,0.13073932,0.09660553,0.07283361
600.2,0.16724272,0.1310472,0.09650802,0.07285971
600.4,0.16711165,0.1313979,0.09653779,0.07299423
600.6,0.1668788,0.13186854,0.09656095,0.07308704
600.8,0.16653428,0.13223819,0.09653295,0.07309543
601.0,0.16608872,0.13239356,0.0963373,0.07309135
601.2,0.16555075,0.13231452,0.09605682,0.07301177
601.4,0.16487229,0.13213952,0.09570143,0.07283914
601.6,0.16416174,0.1318182,0.09536893,0.07265567
601.8,0.16361721,0.13149256,0.09512447,0.07251343
602.0,0.16332267,0.13123529,0.09503619,0.07239951
602.2,0.16328208,0.13112109,0.09509984,0.07239073
602.4,0.16338706,0.13102119,0.09531499,0.07245141
602.6,0.16364411,0.13091295,0.09556624,0.07250595
602.8,0.16394362,0.13073213,0.09578647,0.07256032
603.0,0.16415113,0.13043027,0.09591049,0.07270457
603.2,0.1641803,0.12990371,0.09600557,0.07284948
603.4,0.16408155,0.1294062,0.09603473,0.07297667
603.6,0.1639076,0.12904274,0.09609237,0.07309743
603.8,0.16370883,0.1288599,0.09619921,0.07320877
604.0,0.16356696,0.12890448,0.09642698,0.0732038
604.2,0.16343928,0.12921667,0.09662375,0.0731587
604.4,0.16343662,0.12958553,0.09679105,0.07316555
604.6,0.16338187,0.12992398,0.09698407,0.07323857
604.8,0.16326148,0.13014,0.09714398,0.07324425
605.0,0.16321407,0.13029506,0.09721925,0.07320621
605.2,0.16339386,0.13048496,0.0972759,0.07311159
605.4,0.16371177,0.13078765,0.09737915,0.0729235
605.6,0.16412827,0.13108481,0.09750256,0.0727169
605.8,0.16457171,0.13140186,0.09770622,0.07260188
606.0,0.1647902,0.13158818,0.09796654,0.07253475
606.2,0.164789,0.13155574,0.09828572,0.07255312
606.4,0.16456744,0.13125435,0.09862362,0.07270702
606.6,0.16413493,0.13082822,0.09894477,0.07292117
606.8,0.1635727,0.13033909,0.09928226,0.07321281
607.0,0.16311611,0.12989066,0.09957965,0.07367162
607.2,0.16274314,0.12950828,0.0998238,0.07422765
607.4,0.16241054,0.1291686,0.10010431,0.07474718
607.6,0.1622131,0.12886068,0.10045555,0.07525545
607.8,0.1621897,0.12855549,0.10073723,0.07579527
608.0,0.16229183,0.12833336,0.10095492,0.07623374
608.2,0.16246121,0.12823155,0.1011171,0.07648256
608.4,0.1628495,0.12828841,0.10104633,0.07651248
608.6,0.16340154,0.12856687,0.10077043,0.07626934
608.8,0.16388741,0.12904155,0.10037406,0.07571258
609.0,0.16418563,0.12953313,0.09999971,0.07497463
609.2,0.16431617,0.12998179,0.09967676,0.07418429
609.4,0.1642954,0.13040122,0.09954665,0.07336114
609.6,0.16422407,0.13074433,0.0995402,0.07251472
609.8,0.16422779,0.13109058,0.09968827,0.07180152
610.0,0.16425449,0.13150454,0.09986937,0.07130275
610.2,0.16431633,0.13197517,0.09996706,0.07107257
610.4,0.16447312,0.13231581,0.09994664,0.07115904
610.6,0.16471218,0.13245075,0.09986405,0.07151504
610.8,0.1649627,0.13231255,0.09975504,0.07202792
611.0,0.16523705,0.13193471,0.09970138,0.07259241
611.2,0.16558969,0.1313889,0.09971425,0.07310179
611.4,0.16585763,0.13082776,0.09975421,0.07349506
611.6,0.1659162,0.13033591,0.09979267,0.07380097
611.8,0.16591173,0.12990684,0.09978585,0.0739874
612.0,0.1659515,0.12946747,0.09969386,0.07397492
612.2,0.1658915,0.12898921,0.09956359,0.07377134
612.4,0.16565096,0.12854727,0.09942567,0.07348099
612.6,0.16537029,0.12828726,0.09935084,0.07317793
612.8,0.16505709,0.12833948,0.09926949,0.07286459
613.0,0.16477916,0.12881894,0.09919037,0.07258487
613.2,0.16455129,0.12965671,0.09902777,0.07239031
613.4,0.16436357,0.13073945,0.09880291,0.07239074
613.6,0.16422895,0.13185101,0.09844859,0.07260584
613.8,0.16417535,0.13275399,0.09801057,0.07298009
614.0,0.16412971,0.13322628,0.09758005,0.07337143
614.2,0.16405699,0.13333061,0.09733001,0.07371481
614.4,0.16396921,0.13314025,0.09722832,0.07401273
614.6,0.16386833,0.13269106,0.09728575,0.07417944
614.8,0.16374152,0.13212069,0.09750294,0.07418731
615.0,0.16355182,0.13156238,0.09780877,0.07413698
615.2,0.16336907,0.13099043,0.09809958,0.07407058
615.4,0.16331778,0.13032415,0.09840793,0.07385187
615.6,0.16335001,0.12961732,0.09874879,0.0734693
615.8,0.16335796,0.12889136,0.09905181,0.07302859
616.0,0.16324227,0.1283112,0.09933401,0.07259678
616.2,0.16314089,0.12804045,0.09956409,0.07222718
616.4,0.16302479,0.12810645,0.09966434,0.07192457
616.6,0.16292421,0.12850597,0.09959056,0.07180546
616.8,0.16284413,0.12913635,0.09939983,0.07183818
617.0,0.16294284,0.12993799,0.09914689,0.0720628
617.2,0.16309751,0.13069129,0.09889701,0.07237976
617.4,0.16323919,0.13133249,0.09870266,0.07266685
617.6,0.163251,0.13176599,0.09859299,0.07289373
617.8,0.16318496,0.13215052,0.09853398,0.07316999
618.0,0.16302687,0.13251648,0.09839913,0.07351167
618.2,0.16289629,0.13285585,0.09819718,0.07387246
618.4,0.16279596,0.13311556,0.09790846,0.07437603
618.6,0.16278515,0.133249,0.0975761,0.07489737
618.8,0.16287842,0.13316873,0.09730732,0.07534339
619.0,0.16306186,0.13278034,0.097145,0.075628
619.2,0.16320469,0.13215366,0.09705214,0.07580202
619.4,0.16338622,0.13138704,0.09702498,0.07579757
619.6,0.16362794,0.13061583,0.09702586,0.07568999
619.8,0.16398063,0.12988457,0.09696309,0.07552384
620.0,0.16439641,0.12926167,0.09679909,0.0753367
620.2,0.16492251,0.12893055,0.0965668,0.07517582
620.4,0.16552082,0.12889956,0.09636856,0.07503069
620.6,0.16615388,0.12904829,0.09629862,0.07486934
620.8,0.16667528,0.12926786,0.09638066,0.07462371
621.0,0.16703462,0.12953279,0.09663972,0.0742664
621.2,0.16719895,0.12973091,0.09703828,0.07385265
621.4,0.16719693,0.12997612,0.09748517,0.07339002
621.6,0.16704641,0.13029908,0.09788307,0.07286683
621.8,0.16681315,0.13062757,0.09831877,0.07234204
622.0,0.16656135,0.1308221,0.09880665,0.07192615
622.2,0.16626295,0.13095863,0.09931932,0.07159115
622.4,0.16594135,0.13097656,0.09976971,0.07142127
622.6,0.1656126,0.1309011,0.10002473,0.07146855
622.8,0.1653075,0.13080777,0.09996306,0.07162394
623.0,0.16513243,0.13079583,0.09959575,0.07180557
623.2,0.16512633,0.13076232,0.09901423,0.07208611
623.4,0.16520109,0.13066479,0.09839481,0.07246527
623.6,0.1653849,0.13061457,0.09780634,0.07293545
623.8,0.16571122,0.13064107,0.09730739,0.07357272
624.0,0.16607772,0.13057083,0.0968804,0.07433595
624.2,0.16638181,0.1303868,0.09655933,0.07499403
624.4,0.16660568,0.13023151,0.09630376,0.07546425
624.6,0.16669316,0.13017839,0.09622738,0.07569201
624.8,0.16661319,0.13020833,0.09629839,0.0755692
625.0,0.1663287,0.13039546,0.09657539,0.0750957
625.2,0.16594318,0.13062933,0.09692274,0.07449219
625.4,0.16543666,0.13071301,0.09728176,0.07394714
625.6,0.16489211,0.13046221,0.09750569,0.07352351
625.8,0.16425896,0.12999565,0.09749764,0.07328948
626.0,0.16370791,0.12939277,0.09712444,0.07319159
626.2,0.16318475,0.12874816,0.09644412,0.07314516
626.4,0.16271576,0.1281507,0.09552682,0.07299313
626.6,0.16230564,0.12763443,0.09467118,0.07280959
626.8,0.16200379,0.12718078,0.09412367,0.07261943
627.0,0.16173624,0.12675229,0.09397873,0.07245437
627.2,0.16163399,0.12636146,0.09419485,0.07237406
627.4,0.16184133,0.12601845,0.09476098,0.07247723
627.6,0.16225357,0.12585128,0.09555587,0.07258584
627.8,0.16274501,0.12596896,0.09640326,0.07258561
628.0,0.16323983,0.12649141,0.09727689,0.07252836
628.2,0.16361963,0.12738982,0.09809622,0.07247233
628.4,0.16384434,0.12838321,0.09869045,0.07236566
628.6,0.16391969,0.12917795,0.09894632,0.07240407
628.8,0.16396606,0.12958863,0.09884311,0.07270854
629.0,0.16406624,0.1296077,0.09836668,0.07323786
629.2,0.16424745,0.12925742,0.0975889,0.07376799
629.4,0.16423393,0.12876633,0.09665093,0.07422415
629.6,0.16399493,0.12833594,0.09559694,0.07445443
629.8,0.16336214,0.12795832,0.09455382,0.07446346
630.0,0.16236274,0.12765496,0.09365639,0.07413668
630.2,0.16117812,0.12740834,0.09309952,0.07355515
630.4,0.16005749,0.12726506,0.0928861,0.07275483
630.6,0.15912217,0.1271911,0.09307645,0.0719849
630.8,0.15864859,0.12723435,0.09363637,0.07135069
631.0,0.15857893,0.12736575,0.09453253,0.07091751
631.2,0.15871666,0.12766428,0.09551366,0.07060416
631.4,0.15897279,0.12813194,0.096438,0.0704852
631.6,0.15936403,0.12873202,0.09716607,0.0704533
631.8,0.15977034,0.12929886,0.09757788,0.07056855
632.0,0.16021489,0.12969551,0.09757207,0.07084025
632.2,0.16065277,0.12990243,0.09733351,0.07134761
632.4,0.16119392,0.13001749,0.09705693,0.07193405
632.6,0.16177201,0.13007421,0.09680487,0.07252838
632.8,0.16224135,0.13009795,0.09667563,0.07294259
633.0,0.16240468,0.13009568,0.09664126,0.07327877
633.2,0.16242307,0.13025634,0.09658821,0.07355734
633.4,0.16227436,0.13044047,0.09652276,0.07385109
633.6,0.16205014,0.1306276,0.09656441,0.07408292
633.8,0.16188078,0.13083892,0.0966737,0.07431199
634.0,0.16191478,0.13113428,0.09682785,0.07461376
634.2,0.16210378,0.13129544,0.09703805,0.07508391
634.4,0.16245405,0.13119914,0.09717633,0.07568052
634.6,0.16281129,0.13085635,0.09709947,0.07625571
634.8,0.16328115,0.13044174,0.09689788,0.07668817
635.0,0.16393736,0.13000236,0.09669492,0.07688501
635.2,0.16468827,0.12945058,0.09645228,0.07671205
635.4,0.16537325,0.12888761,0.09624577,0.07625934
635.6,0.16594354,0.12835097,0.09611608,0.07563922
635.8,0.16629183,0.12782036,0.09613349,0.07498683
636.0,0.16648085,0.12729782,0.09628059,0.07435632
636.2,0.16662222,0.12686335,0.09660908,0.07384893
636.4,0.16684759,0.12658244,0.09707653,0.07344114
636.6,0.1671619,0.12649505,0.09755408,0.0732599
636.8,0.16755823,0.1267044,0.0979682,0.07328163
637.0,0.16791319,0.12708781,0.09838892,0.07346916
637.2,0.16812461,0.12762731,0.09874742,0.07371704
637.4,0.16804234,0.1283383,0.09895486,0.0739974
637.6,0.1677299,0.12917441,0.09900141,0.07430657
637.8,0.16720228,0.1299757,0.0989402,0.07446836
638.0,0.16660186,0.13069458,0.09866467,0.07438129
638.2,0.16600307,0.13129552,0.09826304,0.07406578
638.4,0.16560879,0.1316155,0.09791087,0.07361993
638.6,0.16534493,0.13156144,0.09768608,0.07302212
638.8,0.16509099,0.13113912,0.09740308,0.07241605
639.0,0.16477398,0.13053278,0.09706737,0.07189824
639.2,0.16442497,0.12983375,0.09659402,0.07160956
639.4,0.16409147,0.12922731,0.09606378,0.07153679
639.6,0.16394052,0.12878962,0.09554923,0.07164418
639.8,0.16407658,0.12844498,0.09513134,0.0718205
640.0,0.16437157,0.12812881,0.09482607,0.0720396
640.2,0.16466478,0.12793988,0.09471912,0.07217375
640.4,0.16484886,0.12782721,0.09468654,0.07226597
640.6,0.16487878,0.12779409,0.09466533,0.07231741
640.8,0.16475687,0.12787856,0.09464863,0.07240123
641.0,0.16453234,0.12821259,0.09465486,0.07248402
641.2,0.16430765,0.12863296,0.09476184,0.072468
641.4,0.16417327,0.12907931,0.09500799,0.07219374
641.6,0.1641473,0.12943546,0.09539179,0.0717843
641.8,0.16420034,0.12972097,0.0959995,0.07138095
642.0,0.16435908,0.12982753,0.09679835,0.07107686
642.2,0.16460926,0.12988151,0.09762391,0.07096035
642.4,0.16487848,0.12993363,0.09838424,0.07104974
642.6,0.16514372,0.13013287,0.09907769,0.07129507
642.8,0.16535876,0.13049344,0.09959429,0.07167065
643.0,0.16550164,0.13098361,0.10001635,0.07205767
643.2,0.16545046,0.13144133,0.10035485,0.0724038
643.4,0.16519938,0.13176876,0.1005224,0.07271628
643.6,0.16477383,0.13192204,0.10056748,0.07294316
643.8,0.16419931,0.13191736,0.10046672,0.07300093
644.0,0.16348898,0.13162188,0.10004487,0.07306295
644.2,0.16286902,0.13106262,0.09934745,0.07319096
644.4,0.16240829,0.13028781,0.09854544,0.07341482
644.6,0.16202173,0.12937294,0.09770611,0.07364206
644.8,0.16173646,0.12828312,0.09694765,0.07381774
645.0,0.16159039,0.12724247,0.09635978,0.07384465
645.2,0.16154076,0.12640625,0.09610802,0.07377881
645.4,0.16158924,0.12594052,0.09622136,0.0736696
645.6,0.16179009,0.12568602,0.09658495,0.07364111
645.8,0.16213743,0.12572147,0.09702359,0.07373715
646.0,0.16254278,0.12597465,0.09751322,0.07386664
646.2,0.16290164,0.12646565,0.09790106,0.07393463
646.4,0.16310554,0.12713466,0.098153,0.07384667
646.6,0.16325135,0.12808873,0.09828904,0.0736032
646.8,0.16329408,0.12925133,0.09839375,0.07329454
647.0,0.16336254,0.130587,0.09836612,0.07298044
647.2,0.16350592,0.13189836,0.09827279,0.07267459
647.4,0.16373831,0.13301555,0.09803245,0.07241486
647.6,0.16401079,0.13382168,0.09777247,0.07223373
647.8,0.16438084,0.13424503,0.09753249,0.07209783
648.0,0.16465539,0.13423028,0.09734795,0.07201319
648.2,0.16478015,0.13384142,0.0971165,0.07194405
648.4,0.16481762,0.13319265,0.09686054,0.07184551
648.6,0.1647461,0.13236871,0.09655366,0.07173593
648.8,0.16458322,0.13141629,0.09623559,0.07162021
649.0,0.16440651,0.13046712,0.09598869,0.07153629
649.2,0.16422538,0.1294262,0.09586672,0.07148643
649.4,0.16386384,0.12840327,0.09579345,0.07157513
649.6,0.16330396,0.12741111,0.09563408,0.07166932
649.8,0.162607,0.12661697,0.095398,0.07173593
650.0,0.16190685,0.12604352,0.09508392,0.07179232
650.2,0.16135442,0.12583357,0.09466728,0.0720055
650.4,0.16103631,0.12592316,0.09425515,0.07234685
650.6,0.16104328,0.12629313,0.09387011,0.07272543
650.8,0.16130916,0.12673446,0.09356654,0.07307588
651.0,0.16169503,0.12717596,0.09341445,0.07337522
651.2,0.16200704,0.12760795,0.093475,0.07356175
651.4,0.1622443,0.12789696,0.09361568,0.07355833
651.6,0.16244588,0.12808114,0.09382174,0.07347859
651.8,0.16275275,0.12828858,0.09395277,0.07337002
652.0,0.1631677,0.12850279,0.09405174,0.07320957
652.2,0.16376934,0.12853288,0.09416863,0.07304482
652.4,0.16451976,0.12842084,0.09440726,0.07283672
652.6,0.16527135,0.12829796,0.09483375,0.07267254
652.8,0.16574818,0.12812283,0.0955072,0.07254215
653.0,0.16595208,0.1278824,0.09628374,0.07254025
653.2,0.16599267,0.12766764,0.09699384,0.07256322
653.4,0.16604833,0.12759731,0.09758079,0.07275197
653.6,0.16606536,0.12753985,0.0980217,0.07296979
653.8,0.16614201,0.1275288,0.0983003,0.07322326
654.0,0.16625355,0.12757589,0.09839846,0.0734156
654.2,0.16633302,0.12775485,0.09830097,0.07355101
654.4,0.16623364,0.12796661,0.09808281,0.07358919
654.6,0.16602567,0.12831797,0.09778309,0.07351485
654.8,0.16582385,0.12871406,0.09735457,0.07326398
655.0,0.16578583,0.12908608,0.09685089,0.07283945
655.2,0.16596845,0.12941551,0.09639669,0.07241056
655.4,0.1663678,0.1296979,0.09601271,0.072024
655.6,0.1668288,0.12972533,0.09569482,0.07172553
